Date,State,Confirmed,Recovered,Deceased,Other,Tested,Death_Rate
2020-03-11,Uttar Pradesh,0.0,0.0,0.0,0.0,,0.0
2020-03-11,Delhi,1.0,0.0,0.0,0.0,,0.0
2020-03-11,Jammu and Kashmir,0.0,0.0,0.0,0.0,,0.0
2020-03-11,Telangana,0.0,0.0,0.0,0.0,,0.0
2020-03-11,Karnataka,0.0,0.0,0.0,0.0,,0.0
2020-03-11,India,8.0,0.0,0.0,0.0,,0.0
2020-03-11,Rajasthan,0.0,0.0,0.0,0.0,,0.0
2020-03-11,Punjab,0.0,0.0,0.0,0.0,,0.0
2020-03-11,Maharashtra,6.0,0.0,0.0,0.0,,0.0
2020-03-12,Karnataka,1.0,0.0,0.0,0.0,,0.0
2020-03-12,Telangana,0.0,0.0,0.0,0.0,,0.0
2020-03-12,Ladakh,0.0,0.0,0.0,0.0,,0.0
2020-03-12,Uttar Pradesh,2.0,0.0,0.0,0.0,,0.0
2020-03-12,Kerala,2.0,0.0,0.0,0.0,,0.0
2020-03-12,Andhra Pradesh,,,,,,0.0
2020-03-12,Tamil Nadu,0.0,0.0,0.0,0.0,,0.0
2020-03-12,Haryana,0.0,0.0,0.0,0.0,,0.0
2020-03-12,Maharashtra,3.0,0.0,0.0,0.0,,0.0
2020-03-12,Punjab,0.0,0.0,0.0,0.0,,0.0
2020-03-12,Delhi,1.0,0.0,0.0,0.0,,0.0
2020-03-12,Jammu and Kashmir,0.0,0.0,0.0,0.0,,0.0
2020-03-12,India,10.0,0.0,0.0,0.0,,0.0
2020-03-12,Rajasthan,0.0,0.0,0.0,0.0,,0.0
2020-03-13,Jammu and Kashmir,1.0,0.0,0.0,0.0,,0.0
2020-03-13,Uttar Pradesh,1.0,0.0,0.0,0.0,,0.0
2020-03-13,India,10.0,0.0,1.0,0.0,,0.0
2020-03-13,Andhra Pradesh,0.0,0.0,0.0,0.0,,0.0
2020-03-13,Tamil Nadu,0.0,0.0,0.0,0.0,,166.67
2020-03-13,Kerala,3.0,0.0,0.0,0.0,,0.0
2020-03-13,Ladakh,0.0,0.0,0.0,0.0,,0.0
2020-03-13,Haryana,0.0,0.0,0.0,0.0,,0.0
2020-03-13,Karnataka,1.0,0.0,1.0,0.0,,0.0
2020-03-13,Rajasthan,0.0,0.0,0.0,0.0,,0.0
2020-03-13,Telangana,0.0,0.0,0.0,0.0,,0.0
2020-03-13,Punjab,0.0,0.0,0.0,0.0,,0.0
2020-03-13,Maharashtra,3.0,0.0,0.0,0.0,,10.99
2020-03-13,Delhi,1.0,0.0,0.0,0.0,,0.0
2020-03-14,Ladakh,0.0,0.0,0.0,0.0,,0.0
2020-03-14,Uttar Pradesh,0.0,0.0,0.0,0.0,,0.0
2020-03-14,Punjab,0.0,0.0,0.0,0.0,,
2020-03-14,Karnataka,0.0,0.0,0.0,0.0,,0.0
2020-03-14,Rajasthan,1.0,0.0,0.0,0.0,,0.0
2020-03-14,Delhi,0.0,0.0,0.0,0.0,,166.67
2020-03-14,Telangana,1.0,0.0,0.0,0.0,,0.0
2020-03-14,Andhra Pradesh,0.0,0.0,0.0,0.0,,0.0
2020-03-14,Tamil Nadu,0.0,0.0,0.0,0.0,,0.0
2020-03-14,Haryana,0.0,0.0,0.0,0.0,,0.0
2020-03-14,Himachal Pradesh,,,,,,0.0
2020-03-14,India,11.0,0.0,0.0,3.0,0.0,0.0
2020-03-14,Jammu and Kashmir,0.0,0.0,0.0,0.0,,0.0
2020-03-14,Maharashtra,9.0,0.0,0.0,0.0,,9.8
2020-03-14,Kerala,0.0,0.0,0.0,0.0,,0.0
2020-03-15,Uttar Pradesh,0.0,0.0,0.0,0.0,,0.0
2020-03-15,Punjab,0.0,0.0,0.0,0.0,,0.0
2020-03-15,Kerala,2.0,0.0,0.0,0.0,,
2020-03-15,India,10.0,0.0,0.0,0.0,0.0,0.0
2020-03-15,Telangana,1.0,0.0,0.0,0.0,,0.0
2020-03-15,Ladakh,0.0,0.0,0.0,0.0,,166.67
2020-03-15,Haryana,0.0,0.0,0.0,0.0,,0.0
2020-03-15,Himachal Pradesh,0.0,0.0,0.0,0.0,,0.0
2020-03-15,Tamil Nadu,0.0,0.0,0.0,0.0,,0.0
2020-03-15,Uttarakhand,,,,,,0.0
2020-03-15,Maharashtra,6.0,0.0,0.0,0.0,,0.0
2020-03-15,Andhra Pradesh,0.0,0.0,0.0,0.0,,0.0
2020-03-15,Karnataka,0.0,0.0,0.0,0.0,,0.0
2020-03-15,Delhi,0.0,0.0,0.0,0.0,,8.93
2020-03-15,Rajasthan,0.0,0.0,0.0,0.0,,0.0
2020-03-15,Jammu and Kashmir,0.0,0.0,0.0,0.0,,0.0
2020-03-16,Rajasthan,0.0,0.0,0.0,0.0,,0.0
2020-03-16,Telangana,1.0,0.0,0.0,0.0,,0.0
2020-03-16,Haryana,0.0,0.0,0.0,0.0,,
2020-03-16,Delhi,0.0,0.0,0.0,0.0,,0.0
2020-03-16,India,14.0,0.0,0.0,0.0,0.0,0.0
2020-03-16,Kerala,3.0,0.0,0.0,0.0,,142.86
2020-03-16,Ladakh,0.0,0.0,0.0,0.0,,0.0
2020-03-16,Uttar Pradesh,0.0,0.0,0.0,0.0,,0.0
2020-03-16,Tamil Nadu,0.0,0.0,0.0,0.0,,0.0
2020-03-16,Himachal Pradesh,0.0,0.0,0.0,0.0,,0.0
2020-03-16,Uttarakhand,0.0,0.0,0.0,0.0,,0.0
2020-03-16,Jammu and Kashmir,1.0,0.0,0.0,0.0,,0.0
2020-03-16,Punjab,0.0,0.0,0.0,0.0,,0.0
2020-03-16,Karnataka,1.0,0.0,0.0,0.0,,0.0
2020-03-16,Andhra Pradesh,0.0,0.0,0.0,0.0,,7.94
2020-03-16,Odisha,,,,,,0.0
2020-03-16,Maharashtra,7.0,0.0,0.0,0.0,,0.0
2020-03-17,Punjab,0.0,0.0,0.0,0.0,,0.0
2020-03-17,Odisha,0.0,0.0,0.0,0.0,,0.0
2020-03-17,Uttar Pradesh,2.0,0.0,0.0,0.0,,
2020-03-17,Himachal Pradesh,0.0,0.0,0.0,0.0,,0.0
2020-03-17,Kerala,0.0,0.0,0.0,0.0,,0.0
2020-03-17,Andhra Pradesh,0.0,0.0,0.0,0.0,,90.91
2020-03-17,Uttarakhand,0.0,0.0,0.0,0.0,,0.0
2020-03-17,India,20.0,0.0,0.0,0.0,0.0,0.0
2020-03-17,Rajasthan,0.0,0.0,0.0,0.0,,0.0
2020-03-17,Maharashtra,2.0,0.0,0.0,0.0,,0.0
2020-03-17,West Bengal,,,,,,0.0
2020-03-17,Karnataka,4.0,0.0,0.0,0.0,,0.0
2020-03-17,Telangana,1.0,0.0,0.0,0.0,,0.0
2020-03-17,Jammu and Kashmir,0.0,0.0,0.0,0.0,,0.0
2020-03-17,Delhi,3.0,0.0,0.0,0.0,,0.0
2020-03-17,Tamil Nadu,0.0,0.0,0.0,0.0,,6.85
2020-03-17,Ladakh,5.0,0.0,0.0,0.0,,0.0
2020-03-17,Haryana,1.0,0.0,0.0,0.0,,0.0
2020-03-17,Puducherry,,,,,,0.0
2020-03-18,India,25.0,0.0,0.0,0.0,6625.0,0.0
2020-03-18,Delhi,1.0,0.0,0.0,0.0,,0.0
2020-03-18,Telangana,8.0,0.0,0.0,0.0,,
2020-03-18,Ladakh,0.0,0.0,0.0,0.0,,0.0
2020-03-18,Karnataka,3.0,0.0,0.0,0.0,,0.0
2020-03-18,Punjab,0.0,0.0,0.0,0.0,,71.43
2020-03-18,Tamil Nadu,1.0,0.0,0.0,0.0,,0.0
2020-03-18,Jammu and Kashmir,1.0,0.0,0.0,0.0,,0.0
2020-03-18,Odisha,0.0,0.0,0.0,0.0,,0.0
2020-03-18,Andhra Pradesh,0.0,0.0,0.0,0.0,,0.0
2020-03-18,Maharashtra,4.0,0.0,0.0,0.0,,0.0
2020-03-18,Puducherry,0.0,0.0,0.0,0.0,,0.0
2020-03-18,West Bengal,0.0,0.0,0.0,0.0,,0.0
2020-03-18,Uttarakhand,0.0,0.0,0.0,0.0,,0.0
2020-03-18,Himachal Pradesh,0.0,0.0,0.0,0.0,,0.0
2020-03-18,Haryana,2.0,0.0,0.0,0.0,,5.85
2020-03-18,Kerala,0.0,0.0,0.0,0.0,,0.0
2020-03-18,Rajasthan,3.0,0.0,0.0,0.0,,0.0
2020-03-18,Uttar Pradesh,2.0,0.0,0.0,0.0,,0.0
2020-03-19,West Bengal,0.0,0.0,0.0,0.0,,0.0
2020-03-19,Maharashtra,3.0,0.0,0.0,0.0,,0.0
2020-03-19,India,27.0,0.0,0.0,0.0,1050.0,0.0
2020-03-19,Karnataka,1.0,0.0,0.0,0.0,,0.0
2020-03-19,Punjab,1.0,0.0,0.0,0.0,,0.0
2020-03-19,Telangana,3.0,0.0,0.0,0.0,,
2020-03-19,Andhra Pradesh,2.0,0.0,0.0,0.0,,0.0
2020-03-19,Uttarakhand,2.0,0.0,0.0,0.0,,0.0
2020-03-19,Kerala,1.0,0.0,0.0,0.0,,66.67
2020-03-19,Puducherry,0.0,0.0,0.0,0.0,,0.0
2020-03-19,Odisha,1.0,0.0,0.0,0.0,,0.0
2020-03-19,Ladakh,0.0,0.0,0.0,0.0,,0.0
2020-03-19,Tamil Nadu,1.0,0.0,0.0,0.0,,0.0
2020-03-19,Himachal Pradesh,0.0,0.0,0.0,0.0,,0.0
2020-03-19,Delhi,3.0,0.0,0.0,0.0,,0.0
2020-03-19,Chandigarh,,,,,,0.0
2020-03-19,Gujarat,,,,,,0.0
2020-03-19,Jammu and Kashmir,0.0,0.0,0.0,0.0,,0.0
2020-03-19,Uttar Pradesh,3.0,0.0,0.0,0.0,,5.05
2020-03-19,Haryana,0.0,0.0,0.0,0.0,,0.0
2020-03-19,Rajasthan,2.0,0.0,0.0,0.0,,0.0
2020-03-19,Chhattisgarh,,,,,,0.0
2020-03-20,Rajasthan,8.0,0.0,0.0,0.0,,0.0
2020-03-20,Uttarakhand,0.0,0.0,0.0,0.0,,0.0
2020-03-20,Andhra Pradesh,0.0,0.0,0.0,0.0,,0.0
2020-03-20,Uttar Pradesh,4.0,0.0,0.0,0.0,,0.0
2020-03-20,Ladakh,2.0,0.0,0.0,0.0,,0.0
2020-03-20,Haryana,2.0,0.0,0.0,0.0,,0.0
2020-03-20,Madhya Pradesh,,,,,,0.0
2020-03-20,Chandigarh,4.0,0.0,0.0,0.0,,0.0
2020-03-20,Punjab,1.0,0.0,0.0,0.0,,66.67
2020-03-20,Tamil Nadu,0.0,0.0,0.0,0.0,,0.0
2020-03-20,Delhi,6.0,0.0,0.0,0.0,,0.0
2020-03-20,Puducherry,0.0,0.0,0.0,0.0,,0.0
2020-03-20,Maharashtra,4.0,0.0,0.0,0.0,,0.0
2020-03-20,Gujarat,5.0,0.0,0.0,0.0,,0.0
2020-03-20,India,58.0,1.0,0.0,0.0,1229.0,0.0
2020-03-20,Jammu and Kashmir,0.0,0.0,0.0,0.0,,0.0
2020-03-20,Chhattisgarh,0.0,0.0,0.0,0.0,,0.0
2020-03-20,West Bengal,1.0,0.0,0.0,0.0,,0.0
2020-03-20,Karnataka,0.0,1.0,0.0,0.0,,0.0
2020-03-20,Odisha,0.0,0.0,0.0,0.0,,3.91
2020-03-20,Telangana,3.0,0.0,0.0,0.0,,0.0
2020-03-20,Himachal Pradesh,2.0,0.0,0.0,0.0,,0.0
2020-03-20,Kerala,12.0,0.0,0.0,0.0,,0.0
2020-03-21,India,78.0,0.0,0.0,0.0,1507.0,0.0
2020-03-21,Jammu and Kashmir,0.0,0.0,0.0,0.0,,0.0
2020-03-21,West Bengal,2.0,0.0,0.0,0.0,,0.0
2020-03-21,Haryana,2.0,0.0,0.0,0.0,,0.0
2020-03-21,Karnataka,5.0,0.0,0.0,0.0,,0.0
2020-03-21,Punjab,10.0,0.0,0.0,0.0,,0.0
2020-03-21,Puducherry,0.0,0.0,0.0,0.0,,0.0
2020-03-21,Andhra Pradesh,2.0,0.0,0.0,0.0,,0.0
2020-03-21,Delhi,7.0,0.0,0.0,0.0,,50.0
2020-03-21,Uttarakhand,0.0,0.0,0.0,0.0,,0.0
2020-03-21,Telangana,2.0,0.0,0.0,0.0,,0.0
2020-03-21,Odisha,0.0,0.0,0.0,0.0,,0.0
2020-03-21,Uttar Pradesh,4.0,0.0,0.0,0.0,,0.0
2020-03-21,Gujarat,7.0,0.0,0.0,0.0,,0.0
2020-03-21,Madhya Pradesh,0.0,0.0,0.0,0.0,,0.0
2020-03-21,Rajasthan,7.0,0.0,0.0,0.0,,0.0
2020-03-21,Chhattisgarh,0.0,0.0,0.0,0.0,,0.0
2020-03-21,Chandigarh,0.0,0.0,0.0,0.0,,0.0
2020-03-21,Tamil Nadu,3.0,0.0,0.0,0.0,,0.0
2020-03-21,Kerala,12.0,0.0,0.0,0.0,,2.99
2020-03-21,Ladakh,3.0,0.0,0.0,0.0,,0.0
2020-03-21,Maharashtra,12.0,0.0,0.0,0.0,,0.0
2020-03-21,Himachal Pradesh,0.0,0.0,0.0,0.0,,0.0
2020-03-22,Karnataka,6.0,0.0,0.0,0.0,,0.0
2020-03-22,Kerala,15.0,0.0,0.0,0.0,,0.0
2020-03-22,Tamil Nadu,3.0,0.0,0.0,0.0,,0.0
2020-03-22,Uttar Pradesh,2.0,0.0,0.0,0.0,,0.0
2020-03-22,Telangana,6.0,0.0,0.0,0.0,,0.0
2020-03-22,Madhya Pradesh,2.0,0.0,0.0,0.0,,0.0
2020-03-22,Odisha,0.0,0.0,0.0,0.0,,0.0
2020-03-22,West Bengal,3.0,0.0,0.0,0.0,,0.0
2020-03-22,Uttarakhand,0.0,0.0,0.0,0.0,,0.0
2020-03-22,Himachal Pradesh,0.0,0.0,0.0,0.0,,38.46
2020-03-22,Haryana,0.0,0.0,0.0,0.0,,0.0
2020-03-22,Bihar,,,,,,0.0
2020-03-22,Rajasthan,5.0,0.0,0.0,0.0,,0.0
2020-03-22,Chhattisgarh,0.0,0.0,0.0,0.0,,0.0
2020-03-22,Maharashtra,10.0,0.0,0.0,0.0,,0.0
2020-03-22,Ladakh,0.0,0.0,0.0,0.0,,0.0
2020-03-22,Andhra Pradesh,1.0,0.0,0.0,0.0,,0.0
2020-03-22,Chandigarh,1.0,0.0,0.0,0.0,,0.0
2020-03-22,Jammu and Kashmir,0.0,0.0,0.0,0.0,,0.0
2020-03-22,Punjab,8.0,0.0,0.0,0.0,,0.0
2020-03-22,Delhi,1.0,0.0,0.0,0.0,,2.48
2020-03-22,Gujarat,4.0,0.0,0.0,0.0,,0.0
2020-03-22,Puducherry,0.0,0.0,0.0,0.0,,0.0
2020-03-22,India,69.0,0.0,0.0,0.0,1216.0,0.0
2020-03-23,Uttarakhand,1.0,0.0,0.0,0.0,,0.0
2020-03-23,Ladakh,0.0,0.0,0.0,0.0,,0.0
2020-03-23,Odisha,0.0,0.0,0.0,0.0,,0.0
2020-03-23,Andhra Pradesh,1.0,0.0,0.0,0.0,,0.0
2020-03-23,Telangana,6.0,0.0,0.0,0.0,,0.0
2020-03-23,Tamil Nadu,3.0,0.0,0.0,0.0,,0.0
2020-03-23,Bihar,1.0,0.0,0.0,0.0,,0.0
2020-03-23,Delhi,2.0,0.0,0.0,0.0,,0.0
2020-03-23,Haryana,7.0,0.0,0.0,0.0,,0.0
2020-03-23,India,94.0,0.0,0.0,0.0,2580.0,30.3
2020-03-23,Jammu and Kashmir,0.0,0.0,0.0,0.0,,0.0
2020-03-23,Puducherry,0.0,0.0,0.0,0.0,,0.0
2020-03-23,Gujarat,12.0,0.0,0.0,0.0,,0.0
2020-03-23,West Bengal,0.0,0.0,0.0,0.0,,0.0
2020-03-23,Madhya Pradesh,0.0,0.0,0.0,0.0,,0.0
2020-03-23,Chhattisgarh,0.0,0.0,0.0,0.0,,0.0
2020-03-23,Chandigarh,1.0,0.0,0.0,0.0,,0.0
2020-03-23,Punjab,2.0,0.0,0.0,0.0,,0.0
2020-03-23,Karnataka,7.0,0.0,0.0,0.0,,0.0
2020-03-23,Himachal Pradesh,1.0,0.0,0.0,0.0,,0.0
2020-03-23,Maharashtra,15.0,0.0,0.0,0.0,,2.01
2020-03-23,Kerala,28.0,0.0,0.0,0.0,,0.0
2020-03-23,Rajasthan,3.0,0.0,0.0,0.0,,0.0
2020-03-23,Uttar Pradesh,4.0,0.0,0.0,0.0,,0.0
2020-03-24,Delhi,0.0,0.0,0.0,0.0,,0.0
2020-03-24,Andhra Pradesh,1.0,0.0,0.0,0.0,,0.0
2020-03-24,Uttar Pradesh,1.0,0.0,0.0,0.0,,0.0
2020-03-24,Punjab,6.0,0.0,0.0,0.0,,0.0
2020-03-24,Maharashtra,18.0,0.0,0.0,0.0,,0.0
2020-03-24,Tamil Nadu,6.0,0.0,0.0,0.0,,0.0
2020-03-24,Haryana,2.0,0.0,0.0,0.0,,0.0
2020-03-24,Madhya Pradesh,1.0,0.0,0.0,0.0,,0.0
2020-03-24,India,74.0,2.0,0.0,0.0,1987.0,0.0
2020-03-24,Rajasthan,0.0,0.0,0.0,0.0,,24.39
2020-03-24,Gujarat,6.0,0.0,0.0,0.0,,0.0
2020-03-24,Telangana,6.0,0.0,0.0,0.0,,0.0
2020-03-24,West Bengal,2.0,0.0,0.0,0.0,,0.0
2020-03-24,Uttarakhand,0.0,0.0,0.0,0.0,,0.0
2020-03-24,Bihar,0.0,0.0,0.0,0.0,,0.0
2020-03-24,Chandigarh,0.0,0.0,0.0,0.0,,0.0
2020-03-24,Odisha,0.0,0.0,0.0,0.0,,0.0
2020-03-24,Manipur,,,,,,0.0
2020-03-24,Jammu and Kashmir,2.0,0.0,0.0,0.0,,0.0
2020-03-24,Karnataka,8.0,2.0,0.0,0.0,,0.0
2020-03-24,Puducherry,0.0,0.0,0.0,0.0,,0.0
2020-03-24,Chhattisgarh,0.0,0.0,0.0,0.0,,1.75
2020-03-24,Ladakh,0.0,0.0,0.0,0.0,,0.0
2020-03-24,Kerala,14.0,0.0,0.0,0.0,,0.0
2020-03-24,Himachal Pradesh,0.0,0.0,0.0,0.0,,0.0
2020-03-25,Jammu and Kashmir,5.0,0.0,0.0,0.0,,0.0
2020-03-25,Bihar,1.0,0.0,0.0,0.0,,0.0
2020-03-25,Punjab,2.0,0.0,0.0,0.0,,0.0
2020-03-25,Kerala,9.0,0.0,0.0,0.0,,0.0
2020-03-25,Chandigarh,0.0,0.0,0.0,0.0,,0.0
2020-03-25,Ladakh,0.0,0.0,0.0,0.0,,0.0
2020-03-25,Himachal Pradesh,0.0,0.0,0.0,0.0,,0.0
2020-03-25,Delhi,5.0,0.0,0.0,0.0,,0.0
2020-03-25,Haryana,1.0,0.0,0.0,0.0,,0.0
2020-03-25,Gujarat,2.0,0.0,0.0,0.0,,0.0
2020-03-25,Odisha,0.0,0.0,0.0,0.0,,19.61
2020-03-25,West Bengal,0.0,0.0,0.0,0.0,,0.0
2020-03-25,Chhattisgarh,2.0,0.0,0.0,0.0,,0.0
2020-03-25,Andhra Pradesh,2.0,0.0,0.0,0.0,,0.0
2020-03-25,Manipur,0.0,0.0,0.0,0.0,,0.0
2020-03-25,India,86.0,0.0,0.0,0.0,2450.0,0.0
2020-03-25,Karnataka,10.0,0.0,0.0,0.0,,0.0
2020-03-25,Goa,,,,,,0.0
2020-03-25,Uttarakhand,1.0,0.0,0.0,0.0,,0.0
2020-03-25,Telangana,2.0,0.0,0.0,0.0,,0.0
2020-03-25,Uttar Pradesh,3.0,0.0,0.0,0.0,,0.0
2020-03-25,Maharashtra,15.0,0.0,0.0,0.0,,0.0
2020-03-25,Madhya Pradesh,8.0,0.0,0.0,0.0,,0.0
2020-03-25,Rajasthan,6.0,0.0,0.0,0.0,,1.52
2020-03-25,Tamil Nadu,8.0,0.0,0.0,0.0,,0.0
2020-03-25,Puducherry,0.0,0.0,0.0,0.0,,0.0
2020-03-25,Mizoram,,,,,,0.0
2020-03-26,Chhattisgarh,3.0,0.0,0.0,0.0,,0.0
2020-03-26,Gujarat,6.0,0.0,0.0,0.0,,0.0
2020-03-26,Andhra Pradesh,1.0,0.0,0.0,0.0,,0.0
2020-03-26,Delhi,4.0,0.0,0.0,0.0,,0.0
2020-03-26,Telangana,4.0,0.0,0.0,0.0,,0.0
2020-03-26,Bihar,3.0,0.0,0.0,0.0,,0.0
2020-03-26,Himachal Pradesh,0.0,0.0,0.0,0.0,,0.0
2020-03-26,Andaman and Nicobar Islands,,,,,,0.0
2020-03-26,Chandigarh,0.0,0.0,0.0,0.0,,0.0
2020-03-26,Punjab,2.0,0.0,0.0,0.0,,0.0
2020-03-26,Rajasthan,5.0,0.0,0.0,0.0,,0.0
2020-03-26,Maharashtra,3.0,0.0,0.0,0.0,,36.36
2020-03-26,Uttar Pradesh,4.0,0.0,0.0,0.0,,0.0
2020-03-26,Puducherry,0.0,0.0,0.0,0.0,,0.0
2020-03-26,Karnataka,4.0,0.0,1.0,0.0,,0.0
2020-03-26,Odisha,1.0,0.0,0.0,0.0,,0.0
2020-03-26,Mizoram,0.0,0.0,0.0,0.0,,0.0
2020-03-26,West Bengal,1.0,0.0,0.0,0.0,,0.0
2020-03-26,Ladakh,0.0,0.0,0.0,0.0,,0.0
2020-03-26,Madhya Pradesh,5.0,0.0,0.0,0.0,,0.0
2020-03-26,Manipur,0.0,0.0,0.0,0.0,,0.0
2020-03-26,Goa,0.0,0.0,0.0,0.0,,0.0
2020-03-26,Uttarakhand,0.0,0.0,0.0,0.0,,0.0
2020-03-26,Tamil Nadu,3.0,0.0,0.0,0.0,,0.0
2020-03-26,Haryana,1.0,0.0,0.0,0.0,,2.74
2020-03-26,India,73.0,0.0,1.0,0.0,2544.0,0.0
2020-03-26,Kerala,19.0,0.0,0.0,0.0,,0.0
2020-03-26,Jammu and Kashmir,3.0,0.0,0.0,0.0,,0.0
2020-03-27,Chandigarh,1.0,0.0,0.0,0.0,,0.0
2020-03-27,Haryana,1.0,0.0,0.0,0.0,,0.0
2020-03-27,Uttarakhand,0.0,0.0,0.0,0.0,,0.0
2020-03-27,Maharashtra,28.0,0.0,0.0,0.0,,0.0
2020-03-27,Kerala,39.0,0.0,0.0,0.0,,0.0
2020-03-27,West Bengal,5.0,0.0,0.0,0.0,,0.0
