Vaccinated As of,State,First Dose Administered,Second Dose Administered,Total Doses Administered
29/01/2021,Total,3500027.0,0.0,3500027.0
30/01/2021,Andaman and Nicobar Islands,2727.0,0.0,2727.0
30/01/2021,Andhra Pradesh,187252.0,0.0,187252.0
30/01/2021,Arunachal Pradesh,9651.0,0.0,9651.0
30/01/2021,Assam,38106.0,0.0,38106.0
30/01/2021,Bihar,146015.0,0.0,146015.0
30/01/2021,Chandigarh,3447.0,0.0,3447.0
30/01/2021,Chhattisgarh,72704.0,0.0,72704.0
30/01/2021,Dadra and Nagar Haveli and Daman and Diu,1083.0,0.0,1083.0
30/01/2021,Delhi,56818.0,0.0,56818.0
30/01/2021,Goa,4117.0,0.0,4117.0
30/01/2021,Gujarat,246054.0,0.0,246054.0
30/01/2021,Haryana,125898.0,0.0,125898.0
30/01/2021,Himachal Pradesh,27734.0,0.0,27734.0
30/01/2021,Jammu and Kashmir,26634.0,0.0,26634.0
30/01/2021,Jharkhand,40726.0,0.0,40726.0
30/01/2021,Karnataka,315370.0,0.0,315370.0
30/01/2021,Kerala,158687.0,0.0,158687.0
30/01/2021,Ladakh,1128.0,0.0,1128.0
30/01/2021,Lakshadweep,807.0,0.0,807.0
30/01/2021,Madhya Pradesh,298376.0,0.0,298376.0
30/01/2021,Maharashtra,269064.0,0.0,269064.0
30/01/2021,Manipur,3987.0,0.0,3987.0
30/01/2021,Meghalaya,4324.0,0.0,4324.0
30/01/2021,Mizoram,9346.0,0.0,9346.0
30/01/2021,Nagaland,3993.0,0.0,3993.0
30/01/2021,Odisha,206424.0,0.0,206424.0
30/01/2021,Puducherry,2736.0,0.0,2736.0
30/01/2021,Punjab,57499.0,0.0,57499.0
30/01/2021,Rajasthan,329611.0,0.0,329611.0
30/01/2021,Sikkim,2020.0,0.0,2020.0
30/01/2021,Tamil Nadu,105821.0,0.0,105821.0
30/01/2021,Telangana,168606.0,0.0,168606.0
30/01/2021,Tripura,29796.0,0.0,29796.0
30/01/2021,Uttar Pradesh,463793.0,0.0,463793.0
30/01/2021,Uttarakhand,28791.0,0.0,28791.0
30/01/2021,West Bengal,243069.0,0.0,243069.0
30/01/2021,Miscellaneous,52120.0,0.0,52120.0
30/01/2021,Total,3744334.0,0.0,3744334.0
31/01/2021,Andaman and Nicobar Islands,2727.0,0.0,2727.0
31/01/2021,Andhra Pradesh,187252.0,0.0,187252.0
31/01/2021,Arunachal Pradesh,9651.0,0.0,9651.0
31/01/2021,Assam,38106.0,0.0,38106.0
31/01/2021,Bihar,148293.0,0.0,148293.0
31/01/2021,Chandigarh,3447.0,0.0,3447.0
31/01/2021,Chhattisgarh,72704.0,0.0,72704.0
31/01/2021,Dadra and Nagar Haveli and Daman and Diu,1083.0,0.0,1083.0
31/01/2021,Delhi,56818.0,0.0,56818.0
31/01/2021,Goa,4117.0,0.0,4117.0
31/01/2021,Gujarat,247891.0,0.0,247891.0
31/01/2021,Haryana,125977.0,0.0,125977.0
31/01/2021,Himachal Pradesh,27734.0,0.0,27734.0
31/01/2021,Jammu and Kashmir,26634.0,0.0,26634.0
31/01/2021,Jharkhand,40860.0,0.0,40860.0
31/01/2021,Karnataka,315370.0,0.0,315370.0
31/01/2021,Kerala,165171.0,0.0,165171.0
31/01/2021,Ladakh,1128.0,0.0,1128.0
31/01/2021,Lakshadweep,807.0,0.0,807.0
31/01/2021,Madhya Pradesh,298376.0,0.0,298376.0
31/01/2021,Maharashtra,269064.0,0.0,269064.0
31/01/2021,Manipur,3987.0,0.0,3987.0
31/01/2021,Meghalaya,4324.0,0.0,4324.0
31/01/2021,Mizoram,9346.0,0.0,9346.0
31/01/2021,Nagaland,3993.0,0.0,3993.0
31/01/2021,Odisha,206424.0,0.0,206424.0
31/01/2021,Puducherry,2736.0,0.0,2736.0
31/01/2021,Punjab,57499.0,0.0,57499.0
31/01/2021,Rajasthan,330797.0,0.0,330797.0
31/01/2021,Sikkim,2020.0,0.0,2020.0
31/01/2021,Tamil Nadu,105821.0,0.0,105821.0
31/01/2021,Telangana,168606.0,0.0,168606.0
31/01/2021,Tripura,29796.0,0.0,29796.0
31/01/2021,Uttar Pradesh,463793.0,0.0,463793.0
31/01/2021,Uttarakhand,31228.0,0.0,31228.0
31/01/2021,West Bengal,243143.0,0.0,243143.0
31/01/2021,Miscellaneous,52120.0,0.0,52120.0
31/01/2021,Total,3758843.0,0.0,3758843.0
01/02/2021,Andaman and Nicobar Islands,2727.0,0.0,2727.0
01/02/2021,Andhra Pradesh,187252.0,0.0,187252.0
01/02/2021,Arunachal Pradesh,9791.0,0.0,9791.0
01/02/2021,Assam,39724.0,0.0,39724.0
01/02/2021,Bihar,184215.0,0.0,184215.0
01/02/2021,Chandigarh,3803.0,0.0,3803.0
01/02/2021,Chhattisgarh,76705.0,0.0,76705.0
01/02/2021,Dadra and Nagar Haveli and Daman and Diu,1273.0,0.0,1273.0
01/02/2021,Delhi,64711.0,0.0,64711.0
01/02/2021,Goa,4509.0,0.0,4509.0
01/02/2021,Gujarat,256097.0,0.0,256097.0
01/02/2021,Haryana,126759.0,0.0,126759.0
01/02/2021,Himachal Pradesh,33434.0,0.0,33434.0
01/02/2021,Jammu and Kashmir,26634.0,0.0,26634.0
01/02/2021,Jharkhand,48057.0,0.0,48057.0
01/02/2021,Karnataka,316228.0,0.0,316228.0
01/02/2021,Kerala,193925.0,0.0,193925.0
01/02/2021,Ladakh,1234.0,0.0,1234.0
01/02/2021,Lakshadweep,807.0,0.0,807.0
01/02/2021,Madhya Pradesh,298376.0,0.0,298376.0
01/02/2021,Maharashtra,310825.0,0.0,310825.0
01/02/2021,Manipur,4373.0,0.0,4373.0
01/02/2021,Meghalaya,4564.0,0.0,4564.0
01/02/2021,Mizoram,9932.0,0.0,9932.0
01/02/2021,Nagaland,3998.0,0.0,3998.0
01/02/2021,Odisha,207462.0,0.0,207462.0
01/02/2021,Puducherry,2988.0,0.0,2988.0
01/02/2021,Punjab,59285.0,0.0,59285.0
01/02/2021,Rajasthan,333930.0,0.0,333930.0
01/02/2021,Sikkim,2166.0,0.0,2166.0
01/02/2021,Tamil Nadu,112687.0,0.0,112687.0
01/02/2021,Telangana,168771.0,0.0,168771.0
01/02/2021,Tripura,31190.0,0.0,31190.0
01/02/2021,Uttar Pradesh,463793.0,0.0,463793.0
01/02/2021,Uttarakhand,37505.0,0.0,37505.0
01/02/2021,West Bengal,266407.0,0.0,266407.0
01/02/2021,Miscellaneous,54019.0,0.0,54019.0
01/02/2021,Total,3950156.0,0.0,3950156.0
02/02/2021,Andaman and Nicobar Islands,2727.0,0.0,2727.0
02/02/2021,Andhra Pradesh,187252.0,0.0,187252.0
02/02/2021,Arunachal Pradesh,9791.0,0.0,9791.0
02/02/2021,Assam,42435.0,0.0,42435.0
02/02/2021,Bihar,222153.0,0.0,222153.0
02/02/2021,Chandigarh,4019.0,0.0,4019.0
02/02/2021,Chhattisgarh,79676.0,0.0,79676.0
02/02/2021,Dadra and Nagar Haveli and Daman and Diu,1336.0,0.0,1336.0
02/02/2021,Delhi,74068.0,0.0,74068.0
02/02/2021,Goa,5422.0,0.0,5422.0
02/02/2021,Gujarat,287852.0,0.0,287852.0
02/02/2021,Haryana,127893.0,0.0,127893.0
02/02/2021,Himachal Pradesh,39570.0,0.0,39570.0
02/02/2021,Jammu and Kashmir,26634.0,0.0,26634.0
02/02/2021,Jharkhand,55671.0,0.0,55671.0
02/02/2021,Karnataka,316368.0,0.0,316368.0
02/02/2021,Kerala,224846.0,0.0,224846.0
02/02/2021,Ladakh,1234.0,0.0,1234.0
02/02/2021,Lakshadweep,807.0,0.0,807.0
02/02/2021,Madhya Pradesh,298376.0,0.0,298376.0
02/02/2021,Maharashtra,318744.0,0.0,318744.0
02/02/2021,Manipur,4739.0,0.0,4739.0
02/02/2021,Meghalaya,4694.0,0.0,4694.0
02/02/2021,Mizoram,9932.0,0.0,9932.0
02/02/2021,Nagaland,4093.0,0.0,4093.0
02/02/2021,Odisha,208205.0,0.0,208205.0
02/02/2021,Puducherry,3077.0,0.0,3077.0
02/02/2021,Punjab,61381.0,0.0,61381.0
02/02/2021,Rajasthan,339218.0,0.0,339218.0
02/02/2021,Sikkim,2647.0,0.0,2647.0
02/02/2021,Tamil Nadu,120745.0,0.0,120745.0
02/02/2021,Telangana,170043.0,0.0,170043.0
02/02/2021,Tripura,32196.0,0.0,32196.0
02/02/2021,Uttar Pradesh,463793.0,0.0,463793.0
02/02/2021,Uttarakhand,43430.0,0.0,43430.0
02/02/2021,West Bengal,288245.0,0.0,288245.0
02/02/2021,Miscellaneous,55606.0,0.0,55606.0
02/02/2021,Total,4138918.0,0.0,4138918.0
03/02/2021,Andaman and Nicobar Islands,2772.0,0.0,2772.0
03/02/2021,Andhra Pradesh,215171.0,0.0,215171.0
03/02/2021,Arunachal Pradesh,9846.0,0.0,9846.0
03/02/2021,Assam,43607.0,0.0,43607.0
03/02/2021,Bihar,264097.0,0.0,264097.0
03/02/2021,Chandigarh,4399.0,0.0,4399.0
03/02/2021,Chhattisgarh,101564.0,0.0,101564.0
03/02/2021,Dadra and Nagar Haveli and Daman and Diu,1487.0,0.0,1487.0
03/02/2021,Delhi,81433.0,0.0,81433.0
03/02/2021,Goa,6326.0,0.0,6326.0
03/02/2021,Gujarat,311251.0,0.0,311251.0
03/02/2021,Haryana,129866.0,0.0,129866.0
03/02/2021,Himachal Pradesh,43926.0,0.0,43926.0
03/02/2021,Jammu and Kashmir,26634.0,0.0,26634.0
03/02/2021,Jharkhand,67970.0,0.0,67970.0
03/02/2021,Karnataka,316638.0,0.0,316638.0
03/02/2021,Kerala,246043.0,0.0,246043.0
03/02/2021,Ladakh,1511.0,0.0,1511.0
03/02/2021,Lakshadweep,807.0,0.0,807.0
03/02/2021,Madhya Pradesh,330722.0,0.0,330722.0
03/02/2021,Maharashtra,354633.0,0.0,354633.0
03/02/2021,Manipur,5872.0,0.0,5872.0
03/02/2021,Meghalaya,4806.0,0.0,4806.0
03/02/2021,Mizoram,9995.0,0.0,9995.0
03/02/2021,Nagaland,4244.0,0.0,4244.0
03/02/2021,Odisha,211346.0,0.0,211346.0
03/02/2021,Puducherry,3222.0,0.0,3222.0
03/02/2021,Punjab,63663.0,0.0,63663.0
03/02/2021,Rajasthan,363521.0,0.0,363521.0
03/02/2021,Sikkim,3425.0,0.0,3425.0
03/02/2021,Tamil Nadu,133434.0,0.0,133434.0
03/02/2021,Telangana,176732.0,0.0,176732.0
03/02/2021,Tripura,32340.0,0.0,32340.0
03/02/2021,Uttar Pradesh,463793.0,0.0,463793.0
03/02/2021,Uttarakhand,54153.0,0.0,54153.0
03/02/2021,West Bengal,301091.0,0.0,301091.0
03/02/2021,Miscellaneous,57212.0,0.0,57212.0
03/02/2021,Total,4449552.0,0.0,4449552.0
04/02/2021,Andaman and Nicobar Islands,2938.0,0.0,2938.0
04/02/2021,Andhra Pradesh,243243.0,0.0,243243.0
04/02/2021,Arunachal Pradesh,10889.0,0.0,10889.0
04/02/2021,Assam,60556.0,0.0,60556.0
04/02/2021,Bihar,312339.0,0.0,312339.0
04/02/2021,Chandigarh,4782.0,0.0,4782.0
04/02/2021,Chhattisgarh,131173.0,0.0,131173.0
04/02/2021,Dadra and Nagar Haveli and Daman and Diu,1636.0,0.0,1636.0
04/02/2021,Delhi,90927.0,0.0,90927.0
04/02/2021,Goa,7193.0,0.0,7193.0
04/02/2021,Gujarat,348183.0,0.0,348183.0
04/02/2021,Haryana,133637.0,0.0,133637.0
04/02/2021,Himachal Pradesh,48360.0,0.0,48360.0
04/02/2021,Jammu and Kashmir,34475.0,0.0,34475.0
04/02/2021,Jharkhand,75205.0,0.0,75205.0
04/02/2021,Karnataka,330112.0,0.0,330112.0
04/02/2021,Kerala,270992.0,0.0,270992.0
04/02/2021,Ladakh,1511.0,0.0,1511.0
04/02/2021,Lakshadweep,807.0,0.0,807.0
04/02/2021,Madhya Pradesh,339386.0,0.0,339386.0
04/02/2021,Maharashtra,389577.0,0.0,389577.0
04/02/2021,Manipur,6095.0,0.0,6095.0
04/02/2021,Meghalaya,5469.0,0.0,5469.0
04/02/2021,Mizoram,10044.0,0.0,10044.0
04/02/2021,Nagaland,4405.0,0.0,4405.0
04/02/2021,Odisha,234923.0,0.0,234923.0
04/02/2021,Puducherry,3222.0,0.0,3222.0
04/02/2021,Punjab,67861.0,0.0,67861.0
04/02/2021,Rajasthan,384810.0,0.0,384810.0
04/02/2021,Sikkim,4264.0,0.0,4264.0
04/02/2021,Tamil Nadu,145928.0,0.0,145928.0
04/02/2021,Telangana,188279.0,0.0,188279.0
04/02/2021,Tripura,35191.0,0.0,35191.0
04/02/2021,Uttar Pradesh,589101.0,0.0,589101.0
04/02/2021,Uttarakhand,62858.0,0.0,62858.0
04/02/2021,West Bengal,320668.0,0.0,320668.0
04/02/2021,Miscellaneous,58406.0,0.0,58406.0
04/02/2021,Total,4959445.0,0.0,4959445.0
05/02/2021,Andaman and Nicobar Islands,3161.0,0.0,3161.0
05/02/2021,Andhra Pradesh,272190.0,0.0,272190.0
05/02/2021,Arunachal Pradesh,11834.0,0.0,11834.0
05/02/2021,Assam,77225.0,0.0,77225.0
05/02/2021,Bihar,354360.0,0.0,354360.0
05/02/2021,Chandigarh,5234.0,0.0,5234.0
05/02/2021,Chhattisgarh,150487.0,0.0,150487.0
05/02/2021,Dadra and Nagar Haveli and Daman and Diu,1888.0,0.0,1888.0
05/02/2021,Delhi,100079.0,0.0,100079.0
05/02/2021,Goa,7939.0,0.0,7939.0
05/02/2021,Gujarat,394416.0,0.0,394416.0
05/02/2021,Haryana,137706.0,0.0,137706.0
05/02/2021,Himachal Pradesh,51555.0,0.0,51555.0
05/02/2021,Jammu and Kashmir,41624.0,0.0,41624.0
05/02/2021,Jharkhand,85580.0,0.0,85580.0
05/02/2021,Karnataka,360592.0,0.0,360592.0
05/02/2021,Kerala,286132.0,0.0,286132.0
05/02/2021,Ladakh,1745.0,0.0,1745.0
05/02/2021,Lakshadweep,831.0,0.0,831.0
05/02/2021,Madhya Pradesh,340625.0,0.0,340625.0
05/02/2021,Maharashtra,434943.0,0.0,434943.0
05/02/2021,Manipur,6874.0,0.0,6874.0
05/02/2021,Meghalaya,6213.0,0.0,6213.0
05/02/2021,Mizoram,10555.0,0.0,10555.0
05/02/2021,Nagaland,4515.0,0.0,4515.0
05/02/2021,Odisha,235680.0,0.0,235680.0
05/02/2021,Puducherry,3532.0,0.0,3532.0
05/02/2021,Punjab,72855.0,0.0,72855.0
05/02/2021,Rajasthan,414422.0,0.0,414422.0
05/02/2021,Sikkim,5139.0,0.0,5139.0
05/02/2021,Tamil Nadu,157324.0,0.0,157324.0
05/02/2021,Telangana,193667.0,0.0,193667.0
05/02/2021,Tripura,37359.0,0.0,37359.0
05/02/2021,Uttar Pradesh,673542.0,0.0,673542.0
05/02/2021,Uttarakhand,70292.0,0.0,70292.0
05/02/2021,West Bengal,344227.0,0.0,344227.0
05/02/2021,Miscellaneous,60507.0,0.0,60507.0
05/02/2021,Total,5416849.0,0.0,5416849.0
06/02/2021,Andaman and Nicobar Islands,3161.0,0.0,3161.0
06/02/2021,Andhra Pradesh,299649.0,0.0,299649.0
06/02/2021,Arunachal Pradesh,12346.0,0.0,12346.0
06/02/2021,Assam,87269.0,0.0,87269.0
06/02/2021,Bihar,374538.0,0.0,374538.0
06/02/2021,Chandigarh,5645.0,0.0,5645.0
06/02/2021,Chhattisgarh,168881.0,0.0,168881.0
06/02/2021,Dadra and Nagar Haveli and Daman and Diu,2212.0,0.0,2212.0
06/02/2021,Delhi,109589.0,0.0,109589.0
06/02/2021,Goa,8257.0,0.0,8257.0
06/02/2021,Gujarat,438573.0,0.0,438573.0
06/02/2021,Haryana,139068.0,0.0,139068.0
06/02/2021,Himachal Pradesh,54573.0,0.0,54573.0
06/02/2021,Jammu and Kashmir,49419.0,0.0,49419.0
06/02/2021,Jharkhand,95934.0,0.0,95934.0
06/02/2021,Karnataka,386186.0,0.0,386186.0
06/02/2021,Kerala,291852.0,0.0,291852.0
06/02/2021,Ladakh,1987.0,0.0,1987.0
06/02/2021,Lakshadweep,839.0,0.0,839.0
06/02/2021,Madhya Pradesh,342016.0,0.0,342016.0
06/02/2021,Maharashtra,473480.0,0.0,473480.0
06/02/2021,Manipur,8256.0,0.0,8256.0
06/02/2021,Meghalaya,6859.0,0.0,6859.0
06/02/2021,Mizoram,10937.0,0.0,10937.0
06/02/2021,Nagaland,4535.0,0.0,4535.0
06/02/2021,Odisha,275055.0,0.0,275055.0
06/02/2021,Puducherry,3532.0,0.0,3532.0
06/02/2021,Punjab,76430.0,0.0,76430.0
06/02/2021,Rajasthan,459652.0,0.0,459652.0
06/02/2021,Sikkim,5372.0,0.0,5372.0
06/02/2021,Tamil Nadu,166408.0,0.0,166408.0
06/02/2021,Telangana,209104.0,0.0,209104.0
06/02/2021,Tripura,40347.0,0.0,40347.0
06/02/2021,Uttar Pradesh,673542.0,0.0,673542.0
06/02/2021,Uttarakhand,73762.0,0.0,73762.0
06/02/2021,West Bengal,354000.0,0.0,354000.0
06/02/2021,Miscellaneous,62057.0,0.0,62057.0
06/02/2021,Total,5775322.0,0.0,5775322.0
07/02/2021,Andaman and Nicobar Islands,3397.0,0.0,3397.0
07/02/2021,Andhra Pradesh,299649.0,0.0,299649.0
07/02/2021,Arunachal Pradesh,12346.0,0.0,12346.0
07/02/2021,Assam,88585.0,0.0,88585.0
07/02/2021,Bihar,380229.0,0.0,380229.0
07/02/2021,Chandigarh,5645.0,0.0,5645.0
07/02/2021,Chhattisgarh,168881.0,0.0,168881.0
07/02/2021,Dadra and Nagar Haveli and Daman and Diu,2212.0,0.0,2212.0
07/02/2021,Delhi,109589.0,0.0,109589.0
07/02/2021,Goa,8257.0,0.0,8257.0
07/02/2021,Gujarat,451002.0,0.0,451002.0
07/02/2021,Haryana,139129.0,0.0,139129.0
07/02/2021,Himachal Pradesh,54573.0,0.0,54573.0
07/02/2021,Jammu and Kashmir,49419.0,0.0,49419.0
07/02/2021,Jharkhand,106577.0,0.0,106577.0
07/02/2021,Karnataka,388769.0,0.0,388769.0
07/02/2021,Kerala,292342.0,0.0,292342.0
07/02/2021,Ladakh,1987.0,0.0,1987.0
07/02/2021,Lakshadweep,839.0,0.0,839.0
07/02/2021,Madhya Pradesh,342016.0,0.0,342016.0
07/02/2021,Maharashtra,473480.0,0.0,473480.0
07/02/2021,Manipur,8334.0,0.0,8334.0
07/02/2021,Meghalaya,6859.0,0.0,6859.0
07/02/2021,Mizoram,10937.0,0.0,10937.0
07/02/2021,Nagaland,4535.0,0.0,4535.0
07/02/2021,Odisha,276323.0,0.0,276323.0
07/02/2021,Puducherry,3532.0,0.0,3532.0
07/02/2021,Punjab,76430.0,0.0,76430.0
07/02/2021,Rajasthan,460994.0,0.0,460994.0
07/02/2021,Sikkim,5372.0,0.0,5372.0
07/02/2021,Tamil Nadu,166408.0,0.0,166408.0
07/02/2021,Telangana,209104.0,0.0,209104.0
07/02/2021,Tripura,40405.0,0.0,40405.0
07/02/2021,Uttar Pradesh,673542.0,0.0,673542.0
07/02/2021,Uttarakhand,74607.0,0.0,74607.0
07/02/2021,West Bengal,354000.0,0.0,354000.0
07/02/2021,Miscellaneous,62057.0,0.0,62057.0
07/02/2021,Total,5812362.0,0.0,5812362.0
08/02/2021,Andaman and Nicobar Islands,3397.0,0.0,3397.0
08/02/2021,Andhra Pradesh,314316.0,0.0,314316.0
08/02/2021,Arunachal Pradesh,13479.0,0.0,13479.0
08/02/2021,Assam,99889.0,0.0,99889.0
08/02/2021,Bihar,397555.0,0.0,397555.0
08/02/2021,Chandigarh,6027.0,0.0,6027.0
08/02/2021,Chhattisgarh,184733.0,0.0,184733.0
08/02/2021,Dadra and Nagar Haveli and Daman and Diu,2295.0,0.0,2295.0
08/02/2021,Delhi,119329.0,0.0,119329.0
08/02/2021,Goa,8352.0,0.0,8352.0
08/02/2021,Gujarat,505960.0,0.0,505960.0
08/02/2021,Haryana,169055.0,0.0,169055.0
08/02/2021,Himachal Pradesh,58031.0,0.0,58031.0
08/02/2021,Jammu and Kashmir,61035.0,0.0,61035.0
08/02/2021,Jharkhand,124505.0,0.0,124505.0
08/02/2021,Karnataka,415403.0,0.0,415403.0
08/02/2021,Kerala,307998.0,0.0,307998.0
08/02/2021,Ladakh,2234.0,0.0,2234.0
08/02/2021,Lakshadweep,868.0,0.0,868.0
08/02/2021,Madhya Pradesh,379251.0,0.0,379251.0
08/02/2021,Maharashtra,512476.0,0.0,512476.0
08/02/2021,Manipur,9989.0,0.0,9989.0
08/02/2021,Meghalaya,7662.0,0.0,7662.0
08/02/2021,Mizoram,10937.0,0.0,10937.0
08/02/2021,Nagaland,4973.0,0.0,4973.0
08/02/2021,Odisha,315725.0,0.0,315725.0
08/02/2021,Puducherry,3881.0,0.0,3881.0
08/02/2021,Punjab,82127.0,0.0,82127.0
08/02/2021,Rajasthan,487848.0,0.0,487848.0
08/02/2021,Sikkim,6007.0,0.0,6007.0
08/02/2021,Tamil Nadu,175027.0,0.0,175027.0
08/02/2021,Telangana,229027.0,0.0,229027.0
08/02/2021,Tripura,45674.0,0.0,45674.0
08/02/2021,Uttar Pradesh,673542.0,0.0,673542.0
08/02/2021,Uttarakhand,79283.0,0.0,79283.0
08/02/2021,West Bengal,377608.0,0.0,377608.0
08/02/2021,Miscellaneous,63510.0,0.0,63510.0
08/02/2021,Total,6259008.0,0.0,6259008.0
09/02/2021,Andaman and Nicobar Islands,3413.0,0.0,3413.0
09/02/2021,Andhra Pradesh,325538.0,0.0,325538.0
09/02/2021,Arunachal Pradesh,13480.0,0.0,13480.0
09/02/2021,Assam,108887.0,0.0,108887.0
09/02/2021,Bihar,415989.0,0.0,415989.0
09/02/2021,Chandigarh,6458.0,0.0,6458.0
09/02/2021,Chhattisgarh,198567.0,0.0,198567.0
09/02/2021,Dadra and Nagar Haveli and Daman and Diu,2540.0,0.0,2540.0
09/02/2021,Delhi,132046.0,0.0,132046.0
09/02/2021,Goa,8929.0,0.0,8929.0
09/02/2021,Gujarat,572412.0,0.0,572412.0
09/02/2021,Haryana,180663.0,0.0,180663.0
09/02/2021,Himachal Pradesh,61271.0,0.0,61271.0
09/02/2021,Jammu and Kashmir,74219.0,0.0,74219.0
09/02/2021,Jharkhand,143401.0,0.0,143401.0
09/02/2021,Karnataka,441692.0,0.0,441692.0
09/02/2021,Kerala,322016.0,0.0,322016.0
09/02/2021,Ladakh,2309.0,0.0,2309.0
09/02/2021,Lakshadweep,920.0,0.0,920.0
09/02/2021,Madhya Pradesh,380285.0,0.0,380285.0
09/02/2021,Maharashtra,536436.0,0.0,536436.0
09/02/2021,Manipur,11078.0,0.0,11078.0
09/02/2021,Meghalaya,9069.0,0.0,9069.0
09/02/2021,Mizoram,11046.0,0.0,11046.0
09/02/2021,Nagaland,5826.0,0.0,5826.0
09/02/2021,Odisha,342254.0,0.0,342254.0
09/02/2021,Puducherry,4301.0,0.0,4301.0
09/02/2021,Punjab,87181.0,0.0,87181.0
09/02/2021,Rajasthan,491543.0,0.0,491543.0
09/02/2021,Sikkim,6961.0,0.0,6961.0
09/02/2021,Tamil Nadu,185577.0,0.0,185577.0
09/02/2021,Telangana,243665.0,0.0,243665.0
09/02/2021,Tripura,51449.0,0.0,51449.0
09/02/2021,Uttar Pradesh,673542.0,0.0,673542.0
09/02/2021,Uttarakhand,85359.0,0.0,85359.0
09/02/2021,West Bengal,404001.0,0.0,404001.0
09/02/2021,Miscellaneous,67238.0,0.0,67238.0
09/02/2021,Total,6611561.0,0.0,6611561.0
10/02/2021,Andaman and Nicobar Islands,3413.0,0.0,3413.0
10/02/2021,Andhra Pradesh,335268.0,0.0,335268.0
10/02/2021,Arunachal Pradesh,13480.0,0.0,13480.0
10/02/2021,Assam,110977.0,0.0,110977.0
10/02/2021,Bihar,430307.0,0.0,430307.0
10/02/2021,Chandigarh,6903.0,0.0,6903.0
10/02/2021,Chhattisgarh,216784.0,0.0,216784.0
10/02/2021,Dadra and Nagar Haveli and Daman and Diu,3356.0,0.0,3356.0
10/02/2021,Delhi,146789.0,0.0,146789.0
10/02/2021,Goa,9961.0,0.0,9961.0
10/02/2021,Gujarat,614530.0,0.0,614530.0
10/02/2021,Haryana,183529.0,0.0,183529.0
10/02/2021,Himachal Pradesh,66101.0,0.0,66101.0
10/02/2021,Jammu and Kashmir,74219.0,0.0,74219.0
10/02/2021,Jharkhand,160492.0,0.0,160492.0
10/02/2021,Karnataka,464485.0,0.0,464485.0
10/02/2021,Kerala,326246.0,0.0,326246.0
10/02/2021,Ladakh,2536.0,0.0,2536.0
10/02/2021,Lakshadweep,920.0,0.0,920.0
10/02/2021,Madhya Pradesh,431702.0,0.0,431702.0
10/02/2021,Maharashtra,573681.0,0.0,573681.0
10/02/2021,Manipur,13747.0,0.0,13747.0
10/02/2021,Meghalaya,9760.0,0.0,9760.0
10/02/2021,Mizoram,11046.0,0.0,11046.0
10/02/2021,Nagaland,7167.0,0.0,7167.0
10/02/2021,Odisha,361623.0,0.0,361623.0
10/02/2021,Puducherry,4770.0,0.0,4770.0
10/02/2021,Punjab,91669.0,0.0,91669.0
10/02/2021,Rajasthan,559990.0,0.0,559990.0
10/02/2021,Sikkim,7808.0,0.0,7808.0
10/02/2021,Tamil Nadu,197392.0,0.0,197392.0
10/02/2021,Telangana,258122.0,0.0,258122.0
10/02/2021,Tripura,52908.0,0.0,52908.0
10/02/2021,Uttar Pradesh,673542.0,0.0,673542.0
10/02/2021,Uttarakhand,90483.0,0.0,90483.0
10/02/2021,West Bengal,427042.0,0.0,427042.0
10/02/2021,Miscellaneous,74366.0,0.0,74366.0
10/02/2021,Total,7017114.0,0.0,7017114.0
11/02/2021,Andaman and Nicobar Islands,3454.0,0.0,3454.0
11/02/2021,Andhra Pradesh,343813.0,0.0,343813.0
11/02/2021,Arunachal Pradesh,14322.0,0.0,14322.0
11/02/2021,Assam,117607.0,0.0,117607.0
11/02/2021,Bihar,448903.0,0.0,448903.0
11/02/2021,Chandigarh,7374.0,0.0,7374.0
11/02/2021,Chhattisgarh,233126.0,0.0,233126.0
11/02/2021,Dadra and Nagar Haveli and Daman and Diu,3728.0,0.0,3728.0
11/02/2021,Delhi,162596.0,0.0,162596.0
11/02/2021,Goa,11391.0,0.0,11391.0
11/02/2021,Gujarat,645439.0,0.0,645439.0
11/02/2021,Haryana,190390.0,0.0,190390.0
11/02/2021,Himachal Pradesh,72191.0,0.0,72191.0
11/02/2021,Jammu and Kashmir,93570.0,0.0,93570.0
11/02/2021,Jharkhand,174080.0,0.0,174080.0
11/02/2021,Karnataka,477005.0,0.0,477005.0
11/02/2021,Kerala,333560.0,0.0,333560.0
11/02/2021,Ladakh,2761.0,0.0,2761.0
11/02/2021,Lakshadweep,920.0,0.0,920.0
11/02/2021,Madhya Pradesh,487271.0,0.0,487271.0
11/02/2021,Maharashtra,608573.0,0.0,608573.0
11/02/2021,Manipur,15944.0,0.0,15944.0
11/02/2021,Meghalaya,11642.0,0.0,11642.0
11/02/2021,Mizoram,11046.0,0.0,11046.0
11/02/2021,Nagaland,8371.0,0.0,8371.0
11/02/2021,Odisha,383023.0,0.0,383023.0
11/02/2021,Puducherry,4780.0,0.0,4780.0
11/02/2021,Punjab,97668.0,0.0,97668.0
11/02/2021,Rajasthan,590990.0,0.0,590990.0
11/02/2021,Sikkim,8316.0,0.0,8316.0
11/02/2021,Tamil Nadu,211762.0,0.0,211762.0
11/02/2021,Telangana,270615.0,0.0,270615.0
11/02/2021,Tripura,59438.0,0.0,59438.0
11/02/2021,Uttar Pradesh,763421.0,0.0,763421.0
11/02/2021,Uttarakhand,97618.0,0.0,97618.0
